0,"The web site had many tales of `` actual '' stigmata throughout history . However , scene by scene , the movie is so obsessed by its quest for `` genuineness ''"
0,But with the latter movie it somehow worked a lot better . The plot has been worked out in the worst possible way . Just a few of the awful moments in
0,The funny sound that you may hear when you eyeball this execrable version of Jules Verne 's classic `` Journey to the Center of the Earth '' is Verne spinning in his
0,"With no real stand out roles : Jane Longendecker , Bruce Weitz and Charles Napier . Most pathetic is Matt Borlenghi and an obnoxious professional croc hunter Costas Mandylor . I was"
0,This sci-fi adventure is not the best and by no means the worst . I agree with the statement that bad sci-fi is comical . Bizarre pink tinting and unusual special effects
0,"It was n't a tragic accident , it was him basically being an idiot . Not to mention throughout the movie I was distracted by his hideous beard. < br / >"
0,"If you want to see a fabulous film that takes place in one small setting , watch Hitchcock 's Lifeboat . Maybe Spacey should have watched it before filming this ."
1,"He was great. < br / > < br / > But seriously , it was an amazing show . You never knew who would be going when . And it was"
0,"If the ranking had a zero , this movie would get it . The dinosaurs were awful . The storyline was ridiculous . The acting really does n't qualify to be called"
0,This movie was bad from the start . The only purpose of the movie was that Angela wanted to get a high body count . The acting was horrible . The killings
1,"He was right ! Critics loved the film not realizing that Verhoeven was playing a big joke on them . Still , it 's a great film . < br / >"
0,"Another good selection would be Caddyshack , the classic with the late Rodney Dangerfield and Bill Murray before he became annoyingly charming , with great lines like greens keeper Carl Spackler 's"
1,Every one should see this movie because each one of us is broken in some way and it may help us realize 1 ) My life is n't as bad as I
1,She possesses what it takes to keep an audience in captivity . Her voice is as beautiful as ever and will truly impress you . The highlight of the show was her
1,"The three main characters are very well portrayed , especially Anisio by rock musician turned into first time actor Paulo Miklos . He is extremely convincing as the lower class trespasser/invader ."
0,"In summary , this was a horrible attempt at an 'Ocean 's 11 ' style hide-the-plot-so-person-has-to- think movie because not only do you not know what 's going on , nobody who"
0,"Wow , here it finally is ; the action `` movie '' without action . In a real low-budget setting ( do n't miss the hilarious flying saucers flying by a few"
1,"Whether it 's a good movie or not , films of this kind has to be made , i think . It remembers me of `` I love Huckabees '' , a"
0,"They played this on the July 4th Twilight Zone marathon and this is , hands down , the worst Twilight Zone episode I 've ever seen . It 's completely out of"
0,I like a lot of the actors/actresses involved in this project so being insulted by the movie felt even worse than if they used a unknowns .The main problem was this movie
1,"This is a movie about Joseph Smith and a great one at that . Some of the most obvious differences between Jeffs and Joseph is portrayed in Joseph 's humanity , acceptance"
1,"The cinematic quality ? Top-notch . It 's well-done , through and through , excellent production values , a solid arc to the well-told plot , what characterization does occur is strong"
0,"To make matters worse , half of the film consists of flashbacks to the first Ethel movie , Criminally Insane , which is little better . A VERY poor effort ."
0,No wait . Soap operas at least LOOK professional ... sorta . This ? This looks like it was shot with someone 's camcorder . It 's horrid ! Wretched ! It
1,"Burns plays his over the top publicist and Allen is Burns ' secretary . She 's hilarious . The problem , as others have pointed out , is Fontaine , who has"
1,"Myrna Loy , was a delightful actress who was always effective playing opposite Mr. Grant . The third character , Bill Cole , an old boyfriend of Myrna , turned lawyer for"
0,"Intermittent spates of ham-fisted over-direction are similarly distracting. < br / > < br / > Charles Dance , doing an 'inbred backwoods hardass ' schtick , does his best to save"
0,... And I never thought a movie deserved to be awarded a 1 ! But this one is honestly the worst movie I 've ever watched . My wife picked it up
1,"I 'm looking forward to it coming out on video so I can buy it - it 's very , very good . Very powerful and intense ... the end shooting sequence"
1,I do n't always care the people he plays but he 's an excellent actor . Keifer Sutherland ( `` David Breckinridge '' ) is equally as good ( at least in
0,"However on this occasion I fell asleep because the film was rubbish . The plot development was constant . Constantly slow and boring . Things seemed to happen , but with no"
1,"However , the thing I did n't love was some of the writing . While the basic idea was great , the ending was just too easy to foresee . I really"
0,the only entertainment this dvd can offer is if you were to stick it in the microwave and watch the flashing lights ! UTTER UTTER UTTER UTTTER unbelievable GARBAGE ! 0/10 if
1,It 's violent and gory with a sick & twisted sense of humor and loads of sleaze sequences . The euthanasia theme and the whole obligatory media circus that surrounds it is
0,"I did enjoy , however , the sound and the melody of the rapid-fire ( and supposedly very witty ) remarks . I was very impressed by the cast 's strong acting"
0,< br / > < br / > I watched this movie just a little while ago and I found that this movie was terrible ! It moved very slowly and was
1,They work together very well . The real match up is Paul Rudd and Lake Bell . He 's as funny as he was on Friends and she was funny and good
0,"This is not as funny and gory as the DVD box claims . I really love twisted and wierd movies , but this one is really just dull ! It 's one"
1,"These men made this movie for themselves , which is one of the best reasons to create something . The scene where Tom sings `` You are My Sunshine '' to Mark"
1,I think the entire cast is excellent . It 's one of my favorite show ever . I just checked the ABC program lineup for this Fall and did not see it
1,`` Over the Edge '' might be one of the greatest Batman episodes ever so make sure you check that out. < br / > < br / > Overall 8-9/10
1,"It is an amazing story , with amazing actors and creators . Definitely another great movie with Denzel Washington . ( should n't surprise anyone ) Derek Luke did a wonderful job"
1,"I 've seen this film criticized with the statement , `` If you can get past the moralizing ... '' That misses the point . Moralizing is in the conscience of the"
1,"Michael Is King . This film contains some of the best stuff Mike has ever done . Smooth Criminal is pure genius . The cameos are wonderful , but as always ,"
1,The script is an invitation to a complex game where the participants are on a simple mission. < br / > < br / > Paxton is at his best in this
1,"`` Ardh Satya '' is one of the finest film ever made in Indian Cinema . Directed by the great director Govind Nihalani , this one is the most successful Hard Hitting"
1,"As someone else has already said here , every scene in this film is gem . Most films are lucky to have one scene that is perfect , but director Jewison hit"
1,"Washington and Fanning have a great chemistry between them and after a troublesome beginning , the bodyguard and his charge become the best of friends . Christopher Walken , Rachel Ticotin ,"
0,How about the ( still good ) `` The West Wing '' ? Or the brilliantly acted ( if erratically written ) `` Boston Legal '' ? What about possibly the best
1,Dickinson 's character Kate is very well developed and her performance is felt throughout the entire film . The best work Angie Dickinson did since Point Blank !
1,Excellent film all in all and a fantastic ending to an amazing trilogy. < br / > < br / > P.S . The shaky cam did not hurt any of the
0,"I figured the whole joke of the movie would be to see some rich white guy acting like Chris Rock , and then see Chris Rock react to people 's reactions ."
0,"Eminently forgetable except for the bad , bad performances ."
1,"Inbetween are the houses of the people where they indulge into what they reckon is pleasure-giving activities , trying to stay in touch with their human selves , yet in vain ."
0,"Worst , the direction of the movie is atrocious , focus more on odd camera angles that fail to convey anything beyond `` Is n't this an odd way to hold the"
0,"I went to see this film based on the review by Siskel and Ebert ; not only did I get duped , but I took some friends along , and had to"
1,"The focus this time is on Henry 's ex wife ( played to perfection by the always welcome Parker Posey ) , who is being pestered by CIA goons about Henry 's"
0,"It was lowdown slapstick , but it did have brains . It had a very smart script with definable characters and a fun wrap-up . People came out of the theater smiling"
1,I always seem to plonk it into the vcr at those odd hours of the early morning when I ca n't sleep and really ca n't find the energy to watch anything
0,"And for an alleged comedy , the movie has nearly no funny scenes . The comedy , I assume , is supposed to be in the absurdity of the situations , but"
1,Allison Dean 's performance is what stands out in my mind watching this film . She balances out the melancholy tone of the film with an iridescent energy . I would like
0,Porn movies have better scenarios and effects ... I wish I had those 2 hours back ... < br / > < br / > The only good thing about this movie
0,The movie 's actors were just bad . The best actor in there was the old man and that 's not saying much . It 's has horrible plot with awful characters
1,"A very good start . I was a bit surprised to find the machinery not quite so advanced : It should have been cruder , to match we saw in the original"
1,"At least something good came out of Damon Runyon 's misguided attempt to sentimentalize the Mafia . `` Guys and Dolls , '' the seemingly indestructible stage musical , was captured on"
1,I find this an important point as it goes against the portray-white-on-black-violence-and-win-an-Oscar trend. < br / > < br / > Also the acting performances are superb - especially Oprah who I
1,"This is a film I saw when it first came out , and which I have seen a few more times over the years . It 's always enjoyable. < br /"
0,"I do n't know much about film-making , but good movies have to tell some sort of a story ... your characters have to start and complete their journey . In Last"
0,"Plummer 's Tolstoy is vague , at once confused and resolute , apprehensive and full of joy and certainty . Mirren 's Sophia is in full panic , in a righteous lather"
1,"This vehicle is plot and character driven and is a beautiful rendition of the AQ/KSM saga . Filmed on location in South Africa , the audience is granted beautiful ( if desolate"
1,"Sasha becomes an outlaw . While on the run , he meets a beautiful girl and falls in love so things get even more complicated for him. < br / > <"
1,"It is a historical account , heroic story , and insight into the cultural background of a major event in history . Not only does Denzel Washington do a terrific job of"
1,"Glenn Close , as the tormented spinster Ferula , is outstanding . Jeremy Irons , as the brutal self-made rich man , is also excellent . Meryl Streep , as the main"
0,It is a shame to spend millions of dollars in such a bad scenario . By the way perfect storm was a bad and stupid blockbuster ( computers graphics did the whole
1,Priyanshu Chatterjee has given an impressive performance . Manoj Bajpai has acted his heart out showing the plight of a guilt-ridden man . The rest of the cast has done a good
0,What a fantastic premise : A movie about the Berlin Airlift . It should have it all . Tragedy . Suspense . Comradeship . Rivals . Berliner Frauleins and tough US pilots
1,Kurt Russell is a futuristic super soldier raised since birth to kill but then made obsolete after being bettered by a bunch of really super soldiers at a dangly hoop ruck that
1,"Both were awesome buddies , and stick closer than that , but with a slightest of misunderstanding in which most of us would all respond to in the same way , parted"
0,"Still , it does have a few nice moments and personal touches , but in the end , it 's instantly forgettable and the kind of movie that would play best on"
0,"I 've seen bad movies before and this one has always stuck out in my mind as the worst . This was from what I can recall , one of the most"
1,My siblings and I stumbled upon The Champions when our local station aired re-runs of it one summer in the 1970 's . We absolutely adored it . There was something so
1,Good western filmed in the rocky Arizona wilds . Lots of tough guys throughout ; Cobern 's character seemed to rock back and forth between a raging psycho and a laid back
0,"Paramount budgeted handsomely for this effort , employing some of its top specialists , but direction by the usually reliable David Butler was flaccid , and this must be attributed to a"
1,"Okay , I know this does'nt project India in a good light . But the overall theme of the movie is not India , it 's Shakti . The power of a"
1,"They also had a huge pine tree whose bottom branches were high enough to create a sort of cave underneath it , and this made a great spot to pretend we were"
0,This movie is mostly chase scenes and special effects . It is very weak on plot . Most of the computer talk was just mumbo-jumbo . I watched this because I was
1,Very nice action with an interwoven story which actually does n't suck . Interesting enough to merit watching instead of skipping past to get to the good parts . Having Jenna Jameson
0,"The only good thing about this movie , is the soundtrack.Some good songs , and that is why I give 2 out of 10 . If it was n't for the music"
0,What a disappointment ! I hated the mummy but this one was even worse ! It was very tiring and unbelievable and at a certain point I found myself sighing and yawning
0,"I can only just look at the spiral of the `` Horror Movie '' industry and giggle . What a travesty to all filmaking , this is true of all the new"
1,"The characters were like-able , and there were plenty of hilarious scenes in it . The idea over-all is that the story is very well tied together , even if certain aspects"
1,The story is so cool and ca n't wait to read the book ! Bravo for the super station !
0,I am surprised that everyone ( even the critics ) seems to think this was a good movie . It was the most clichéd thriller ever made that I have seen .
0,"To be quite honest , Wes Craven is n't that good of a horror director . He 's only made a few good horror movies ( Nightmare on Elm St. , New"
0,"Oh my ... bad clothing , worse synth music and the worst : David Hasselhoff . The 80 's are back with vengeance in Witchery , an American-Italian co-production , helmed by"
0,"This truly is so bad it 's good . This is another K.Gordon Murray production ( read : buys a really cheap/bad Mexican movie , spends zero money getting it dubbed into"
0,"So far so good but after introducing these characters and story lines addressing life , death , grief and love in the first half , the film simply loses direction . <"
0,"I have to agree with most of the other negative comments already made . Several times I felt like turning it off , and finally I did , halfway through , something"
0,how can a director that makes such great films as poltergeist and the texas chainsaw massacre make such rubbish as this ? i got this film off a friend and he didnt
1,"Playing the spoiled , lovable drunk offspring of the obscenely rich who puts up a front of great bravado but is secretly scared stiff of never amounting to anything probably does n't"
1,"If you really want to enjoy this movie to the fullest , I suggest you discard your critical-mindedness and your longing for a good plot because you wo n't find any in"
0,"I sincerely hope I 'm proved wrong. < br / > < br / > I want to leave on a positive note and mention that the creature effects are awesome ,"
0,So the fact that I 'm actually taking the time to write something should speak volumes of how bad this movie is and that you should not waste your time or money
0,"The humor in this movie was not funny at all , there were a few one liners in this movie that were OK but nothing worth saying to your friends that they"
0,I 've seen a lot of movies and rarely would I ever rate a movie `` 1 '' but this movie was beyond terrible. < br / > < br / >
1,"< br / > < br / > Artisticly shot , actors portray exactly their role . You get a real feeling watching Lucienne ascend from poverty to the most beautiful girl"
1,"Simply the timing and delivery of so many of the lines is great , and the situations the Muppets find themselves in are hilarious . The original songs are also good here"
0,"As a big fan of gorilla movies in general , I anticipated that this one would be great - and as for the gorilla effects , They were quite good , however"
1,Fairly good romantic comedy in which I do n't think I 've ever seen Meg looking any cuter . All the players did a good job at keeping this a lively romp
1,"This show is so full of action , and everything needed to make an awsome show .. but best of all ... it actually has a plot ( unlike some of those"
1,"The bad acting , bad script , bad scenery , bad costumes , bad camera work and bad special effects are so stupid that you find yourself reeling with laughter. < br"
0,I looked this movie up on IMDb and saw that it was the worst rated movie so I guess I came into it critical of every mistake . But it did n't
0,"So The House on Carroll Street was not entirely a waste of time , although the story is contrived and the screenplay uninspired and somewhat irritating. < br / > < br"
1,However I did not really understand the relationship between Spike and Heaton and to be honest it made me spend most of the film trying to work it out . And also
0,"I was quite pleased to find this movie in the local video library - Cary Grant in a comedy set in the services , director Stanley Donen , so far what 's"
1,"She is visually stunning . That aside , it takes more than a beautiful woman to make a good film . This is a great film . It not only has the"
0,"Will she end up like Erroll if she does stay ? This is n't a horrible film as it does touch on some uncomfortable moral ground , but the story as a"
0,"This movie probably is n't worse than `` Mitchell , '' but Baker 's reputation definitely precedes him here : when his title comes up at the beginning of the film ,"
1,This movie is a good one . I remember seeing it as a small kid and thinking it was the greatest movie ever . It has all the heroistic characters that a
1,"I 'm surprised that no one yet has mentioned that there are two versions of this same film . The lion 's share of the footage in both is identical , but"
0,I had just watched one episode of this program and I could n't even get to the end of the program . Every minute I had watched this program my I.Q must
0,If the writer/director is reading this ( and I imagine you are since you should now be out of work ) then I must tell you - I have seen some bad
0,"< br / > < br / > None of the characters are likable , the story seems aimless , Karen Black is simply not a very good actress . Donald Sutherland"
0,"Yvonne De Carlo , a wonderful comedienne and essential to the series , is completely wasted - she has less time here in this 90 minute movie than she did in any"
0,"Well , the electronic industry has so much more to work with these days . Makes sense . So the movie dazzles us with fantastic CGI on computer screens , and once"
0,This film was so poorly done and executed that even by independent and low budget standards it 's just plain terrible . Awful movie ... do n't waste any time on it
0,What ever happened to the great Barry Levinson ? He directed two of my all-time favorites in `` Avalon '' and `` Diner '' . He had some fine movies as well
1,"There is of course technical quality in this film and I think the actors did their best with what they had in their hands , but something is missing . And this"
1,"The best part if this movie is the father son relationship which is a tearjerker . the song interludes is just placed at the right time , the scenery is good ,"
0,Just saw this at the Chicago Film Festival - avoid it at all costs unless you have sleep problems . It is a film filled with pretensions - it opens with a
0,"This thing is slow . The actors have ability , they just do n't seem motivated to put forth the effort . The plot is n't that great and is hampered further"
0,"The real let-down for me was n't just the terrible plot , but also the fact that she does n't show up until the last fifteen minutes of the movie ( although"
0,"While I recently gave OPERATION PETTICOAT a positive review , I really did n't like this film even though it had so many similarities . Both were made just a few years"
0,Lake is given a useless role that any mannequin could have filled and Baldwin only seems to know how to look stupid in his equally meager part . And then comes Jennifer
0,"While several of them are indeed wonderful classics , the truth is for every great episode , there were several that were mediocre and at least one that stank . However ,"
0,"The last fight was a bit longer , but by that point i was so bored i did n't even pay attention to it ."
1,"But in the end she is empty-handed , Toni has disappeared with a man , and her supposed mum turns out to be a sick woman . `` Marie is dead ,"
1,"Four teenage girlfriends drive to Fort Laurdale for spring break.Unfortunately they get a flat tire in Medley , Georgia and one of the girls witnesses a brutal murder deep in the woods.The"
1,It was a profound film both entertaining and with a message presented by an all star cast . At the end of the decade Warren Beatty created another kind of epic in
0,"Imagine the worst skits from Saturday Night Live and Mad TV in one 90 minute movie . Now , imagine that all the humor in those bad skits is removed and replaced"
1,Barbra Streisand 's first television special was simply fantastic ! From her skit as a child to her medley of songs in a high-fashion department store -- everything was top-notch ! It
0,"Renner 's character from the beginning has a troubled relationship at home , is reckless and addicted to adrenalin . He 's exactly the same at the end of the movie ."
1,"I say you are all pseudo-sophisticated . Get a grip folks , it 's a parable , a fable for we affluent westerners who are materially rich but whose souls are in"
0,"Could this ever happen in a million years ? It 's simply a fantasy , and a boring one at that . Do they become teenagers again ? Do they reenact their"
1,"But unlike its Hollywood counterpart The Final Countdown , this sees its premise through : thrown back 400 years into the Japanese feudal wars , its peacetime soldiers decide that their best"
0,"I 'm used to the gory , gut wrenching types ... but this particular movie was lame . The acting was horrible ( yet the corny ( no pun intended ) one-liners"
1,"If you get the occasion to watch this brilliant psycho thriller on TV , video or DVD , do n't miss it !"
1,"Set in Jutland - in 'the country ' - it deals with the everlasting issue of lack of love , but in a close and at times brutal way that keeps you"
1,"This is one of my favorite movies of all time . I loved Rain Man with Dustin Hoffman and Tom Cruise . This movie is in some ways similar , but makes"
1,"He does , however , quickly form a useful friendship with Gabby . After he learns that uncle John was responsible for the stage holdup of his business competitor , Celia Wallace"
1,"Clooney 's cameo is funny and very welcome but the leads including Sam Rockwell and Luiz Guzman can easily make it on their own . Likeable and funny , hilariously so towards"
0,"This movie start quite gruesomely with a female being bound and psychologically tortured . There 's male full frontal nudity , dead animal parts , dogs licking nipples , the female loosing"
1,"I thought this film was just about perfect . The descriptions/summaries you 'll read about this movie do n't do it justice . The plot just does not sound very interesting ,"
0,"As it is often the case , the impressive and explosive trailers of Asian films add up to nothing more than lackluster stories . Similar to Unleashed ( which was great ,"
1,< br / > < br / > Fiennes cleverly inserts Zizek into several of the film clips ' backgrounds peppered throughout making for a humorous tone but still lets the ranting
1,"I saw this film on television years ago , but here several years after , I wake up in the morning , and still remember her face. < br / > <"
0,"Seriously . shocked . So shocked that I had to write a commentary on iMDB . This is really really bad . the writing is boring , but the directing and editing"
1,Really nice work .
0,There is a very irritating character who plays a cab driver ( Roscoe Karns ) and the film is just dull .
0,"The only good thing I can say about the movie is , wait , wait , there is nothing good I can say about it . I must have really disliked it"
1,How he handled that situation was excellent . Too often today kids are not willing to compromise . The actors in this movie showed that compromise is an important part of life
1,all i have to say is if you do n't like it then there is something wrong with you . plus Jessica is just all kinds of hot ! ! ! !
1,< br / > < br / > The performances by the actors are pretty good and the soundtrack of the movie is absolutely brilliant . All the main events of the
0,"When she is revived , she remembers everything , and has a nasty bruise on her forearm. < br / > < br / > Shortly thereafter , she nearly gets hit"
0,"Of course the amount of gore in a movie is n't all that counts , right ? You have plot also . Well , the plot was boring and there nothing really"
1,"It seems put on . Sorry but do n't think Toni and Gwenneth did a brilliant job there . I could not warm to any of the characters , but this version"
0,"I should have got some psychedelic mushrooms to go along with it , 'cause this is just bizarre ! Not only is it a musical with annoyingly forgettable tunes , the requisite"
1,This is n't Masterpiece Theater . You should n't go into it expecting that . This is pure girl FUN with the most fantastic cast of female leads . Like someone else
0,"Until I was reminded of the existence of this movie today , I was unsure why I felt that way . Apparently I blocked my memory of this movie yet my negative"
0,"Every shot looks like every other shot - middle distance , one angle , dull , dull , DULL. < br / > < br / > It 's not so bad"
0,"I very much enjoy watching Filipino movies and know some great things can come out of such a little country , so I ca n't believe this had to happen . Claudine"
0,Unlike Doctor Who or James Bond the role belongs exclusively to one actor . And that ` s the problem with this film version you ` ll continually wish you were watching
0,"This movie got extremely silly when things started to happen . I could n't care less about any of the characters ; Susan Walters was so annoying , and the leading actor"
1,But like the best films in the genre the brutality is offset by a good score and attractive photography . The music by Bruno Nicolai is at times reminiscent of Ennio Morricone
1,"First off , if you 're planning on watching this , make sure to watch the UNCUT version ( although it is very interesting to go back and then watch the scenes"
0,It does n't hurt that Alesia has a great body ( I feel the need to stress the obvious with stating that the actress is over 18 and thus convey that i
1,"This `` tragicomedy '' written by famous Serbian theatre/film writer Dusan Kovacevic is probably one of the best movies ever made in the comedy category . And yet , its appearance of"
0,"While I have some difficulty deciding which is the best ( as opposed to my favourite , which I can tell you is George A. Romero 's DAWN OF THE DEAD )"
0,This movie is by far the worst movie ever made . If you have to create a film costarring the guy who plays Lars in heavyweights than do n't make the damn
0,"This vague necrophilia reference is offensive enough ; but in light of the murders committed shortly after this movie was released , it is truly appalling , and therefore entertaining in an"
1,"But he mostly meets distrust and self-destructive defiance . He hires with Zentropa , a dining-and-sleeping-car company ( modeled on Mitropa ) , whose owner is one of the Nazi collaborators the"
0,"No kidding . The actors try but are defeated by the inept , unbelievably terrible script . Direction is staggeringly bad . No wonder Lifetime has such a bad reputation . How"
1,Very good dramatic comedy about a playwright trying to figure out how to keep his head above water after running out of ideas . Ca n't say much about this film without
1,"This is a romantic comedy ... it touched my heart and made me realize that I was lucky enough to find my true love in life , and it has been worth"
0,The only way for a Bigfoot flick to be any good is for it to have a big budget and some actors who did n't come from Frogballs Community Theater .
1,There were n't too many shades of gray with regard to characters or plot . Virtually every character in this film epitomized what is best and worst about our society . The
1,An American in Paris is a wonderful musical about an American painter living in Paris for inspiration . He meets a rich woman who admires his paintings on the street and she
0,makes an excellent and intriguing location for mysterious and occult occurrences . The verdant peaks could easily obscure supernatural forces and those who command them . The photography is nice . Just
1,"Thanks to this fungal film I do NOT want my Maypo , ca n't stomach the thought of Maltex or Wheatena , and even that granola over there does n't look so"
1,"Excellent production values , a literate script and first class performances gives the story exactly the touch of quality it deserves. < br / > < br / > Taking her professional"
0,"On one hand this is an interesting example of a 1960s exploitation film . On the other its utter trash . Either way , it 's not a good movie but is"
1,If Ishq Vishk did n't touch you to telling you how cute they are together this surely will . `` Mujhe Haq hai '' the song and before that is amazing chemistry
1,They end up singing `` Hooray For Hollywood '' . The interesting thing about this wonderful number is that a lyric has been left out on purpose . Throughout the Johnny Mercer
1,"Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material , short subjects were the perfect complement to the Studios ' feature films"
1,It 's this sort of movie that you try and imitate . By attempting to realise something ... then flying through the air almost immediately . I 'd like to do that
0,Dear dear dear dear dear ... me ! I had the strength to see it through ... But why ? ! < br / > < br / > The first two
1,"The plot twists are lovely , if a tad predictable . The climax , of which I will give no detail , is disturbing and quite impressive . Again a better director"
0,"When I heard it was Rosie Perez , I wondered .. could she possibly know what it is really like to be Puerto Rican . As far as I knew .... she"
1,`` Ko to tamo peva '' is one of the best films I ever saw . A tragicomedy with very deep implications on the fate of humankind shown through the eyes of
0,"I mean it had flaws and of course it would be laughable to release this in the theaters but still for a midnight popcorn flick , this movie is not half bad"
0,I simply cant understand why all these relics from the Ceausescu era refuse to let go . One can see clearly how frustrated they were during the commie censorship that forbade them
0,there is some really stupid scenes in this . and they dub over the hits and slaps with stupid fake slapping sound which makes me laugh ! i would not recommend it
1,"The actors acted in a very good manner , so , that , I began to believe that I , myself could live a love-story just like this ."
0,Not an altogether bad start for the program -- but what a slap in the face to real law enforcement . The worst part of the series is that it attempts to
1,"A silly game of chicken between two immature , emotionally damaged , dangerous men. < br / > < br / > Fascinating psychological thriller , telling a story of a horrendous"
1,"This film approaches the psyche in a way never done before . The first 30 minutes builds a interesting love story between Diaz-Cruise-Cruz . The rest of the movie is , well"
0,"And , although a bit slow at times , the first 90 % of the movie is quite good , with more than a few `` old time '' scares that make"
1,"Simon Oakland , Jack Grinnage and Ruth McDevitt give McGavin the kind of solid support that most leading actors can only dream of having . Some excellent guest stars add colour and"
1,"Watching the naive couple swallow life with such meaning and excitement , acting all clichéd and romantic yet managing to have the audience fall for them as well , is what really"
0,"Based on one of the books by Gabriel Marquez and it might be brilliant literature , this cinema-adaption really sucks as it 's more like fighting against sleep rather than enjoying some"
1,"The director/ writer and actors did an amazing job . I think teens should watch this movie and will learn from it . It was great , drama , mystery , and"
1,"Little stories superbly told will get 10-of-10 from me over any movie with violence , foul language , ugliness and `` action '' . I am thinking particularly of `` Crash ''"
0,"The soundtrack is at times beautiful and annoying ... sometimes even maddening . At one time , there is a song being sung by Bjork to go along with the ephemeral rituals"
1,Another good Stooge short ! Christine McIntyre is so lovely and evil and the same time in this one ! She is such a great actress ! The Stooges are very good
0,"This is one of the most atrocious rewrites I 've ever viewed . If they want to make a movie with a lousy story , they should refrain from giving it a"
0,"My god was I wrong . Trust me folks , this movie REALLY IS THAT BAD . It is beyond horrible ; it is beyond pathetic ; it is beyond any type"
0,"It relies mostly on the character 's their stereotypical assessments , rather then the movie actually features some good , original and funny moments. < br / > < br / >"
1,"The Direction is good . Jackie Chan does a good job here with solid camera work , fantastic angles and keeping the film at a fast pace for the most part ."
0,"I saw this movie when i was much younger and i thought it was funny . I saw it again last week , and you can guess the result . Some funny"
0,"Profanity , stupidity , self-indulgence , and bad acting all join forces for a true tour de force in terrible movie-making . Pesci 's attempt to prove My Cousin Vinny was no"
1,"My wife and I have watched this movie twice . Both of us used to be in the Military . Besides being funny as hell , it offers a very realistic view"
0,"Words ca n't describe how utterly stupid this story ( and therefore bad this movie ) is ! Basinger , Del Toro ... what were you thinking ? ? So there 's"
0,"Or maybe 'The Confusing ' since it does n't explain anything at all , not in the narrative nor in the story itself , only some vague idea about evil copies and"
0,"I love Julian Sands and will at least attempt to watch anything he 's in , but this movie nearly did me in . I 'm hard pressed to remember when I"
0,"Luise Rainer received an Oscar for her performance in The Good Earth . Unfortunately , her role required no . She did not say much and looked pale throughout the film ."
0,"This is probably the worst movie I have ever seen , ( yes it 's even worse than Dungeons and Dragons and any film starring Kevin Costner . ) < br /"
0,"One of the few movies I have actually not been able to watch due to lameness. < br / > < br / > The acting is terrible , the camera work"
1,Dumbland is not for all . In fact Dumbland maybe in for nobody except Lynch and that 's what make it funny and a collective cartoon . Violent ? Yes . Profanity
0,"Four porn stars romping through the Irish woods sounds like a film to watch . We have Ginger Lynn Allen , Chasey Lain , Taylor Hayes , and Jenna Jameson all together"
0,`` A death at a college campus appears to be a suicide but is actually a cover for murder . The dead man 's roommate finds himself embroiled in a mystery as
0,"chris kattan will never get a good comedy role after this and `` a night at the roxbury . '' this movie is completely obvious , has no smart humor at all"
1,Unbelievable funny ! < br / > < br / > You 've got to see it ! ! ! < br / > < br / > And if you are
1,And `` Let 's Face the Music and Dance '' is easily one of Irving Berlin 's best songs . So the film is well worth watching for its great moments .
